ID,Label,Titulo,Descripcion,Fecha
ID,0,estrategia judicial ultraderecha denuncias cascada escuelas futuros jueces lideres politicos,grupo organizaciones ultraconservadoras lleva tribunales leyes medidas partidos contrarios ideologia nueva ley educacion gestion pandemia parte gobierno sentimientos religiosos proces incluso unidas pp estrategia satelites ultraderecha ademas preparan propias academias futuros jueces abogados politicos,10/01/2021
ID,0,pablo lluis rabell ganar europeos ampliacion otan hacia ucrania,alegato formado parte acto campana unidas eajpnv castilla leon,22/01/2022
ID,0,boluarte master monton confio explicaciones voy hacer hicieron conmigo,confio explicaciones sostiene lider iniciativa vers per catalunya despachando asi pregunta irregularidades propio master universidad rey calvino,10/09/2018
ID,1,psoe arranca dos mil veintidos clave precampana electoral,elecciones castilla leon previsible adelanto electoral andalucia preparativos municipales autonomicas mayo dos mil veintitres centran actividad partido tambien quiere reforzar papel psoe difundir accion gobierno,30/12/2021
ID,1,defensa gasto ocho anos mas 1100 millones euros externalizar servicios esenciales jardineria catering,cantidad segun detalla director general asuntos economicos ministerio defensa siquiera refleja completo gastos partidas solamente fiables datos ultimos cuatro anos,24/10/2019
ID,0,wwf lleva ue segundo intento moreno eajpnv ampliar regadios entorno donana,ong avisa amnistiar ilegales supone ataque directo conservacion donana claro incumplimiento sentencia tribunal justicia ue proteger espacio natural frente sobreexplotacion robo agua podria acarrear fuertes sanciones congelacion fondos comunitarios agricultura recibe andalucia,16/03/2023
ID,1,candidato favorito gobierno suspende cero examen tedh tener nivel ingles frances,francisco perez cobos recibe peor valoracion aspirantes presentados ejecutivo,22/01/2018
ID,0,cs aferra catalunya tras desmontarle cristina narbona estrategia oposicion,nuevo gobierno perfiles cercanos filas formacion naranja dejado casi margen ataque cs mantenido linea recurrir futura accion ejecutivo catalunya posibles pactos nacionalistas eje oposicion,07/06/2018
ID,0,asi describe diario monde calvino i viejo rey devorado pasion mujeres dinero,articulo titulado maleta billetes suiza sociedad opaca panama calvino desconcierto espana diario frances hace exhaustivo repaso escandalos rodean rey emerito escatimar ningun detalle,28/05/2020
ID,0,equo sigue decidir debates va participar cristina narbona campana,direccion inclina aceptar cara cara pablo boluarte duda si participar coalicion canaria debate cinco,08/04/2019
ID,1,continua bloqueada renovacion cgpj tras mas novecientos setenta dias,gobierno sigue abierto negociar vetos mientras pp insiste doce vocales elegidos jueces ocho parlamento,01/08/2021
ID,0,bng nueva canarias presentan candidato granada tras renuncia alcalde cs,voto propio luis salvador sera decisivo elegir nuevo alcalde si abstiene sera socialista,01/07/2021
ID,0,mesa parlament acuerda querellarse llarena prevaricacion,organo gobierno camara cuenta mayoria independentista jxcat psoe pacta denunciar juez tribunal supremo jueves denego nuevamente excarcelacion teo garcia egea,13/04/2018
ID,1,ayuntamiento madrid invertira 182 millones asfaltar doscientos treinta y uno calles,obras aprobadas formaran parte gran operacion asfalto prepara consistorio meses centrales dos mil veinte,26/12/2019
ID,1,salida prematura iglesias consejo ministros anticipa crisis gobierno,lider unidas podemos cedera cartera ministerial martes miercoles proxima semana ley electoral madrilena permite ejecutivo momento presentar candidatura sanchez remodelara gobierno plena semana santa mas cambios forzados marcha iglesias,23/03/2021
ID,1,psoe andaluz exige moreno retire ley regadios donana plantea ilegalidad,lleva votacion gobierno espana comision europea servicios juridicos parlamento propios tecnicos junta dicho vamos votar rotundo mete callejon salida va generar recurso inconstitucionalidad expediente europeo sancion mas campana imagen productos zona afirma espadas rectifica abstencion pasada legislatura,03/04/2023
ID,0,palencia prueba equo si pacta coalicion canaria,publico accede documento muestra equo firma ratifica pacto iniciativa vers per catalunya coalicion canaria lograr alcaldia mario simon elegido alcalde sabado gracias nueve concejales iniciativa vers per catalunya unico partido ultraderechista,17/06/2019
ID,1,garcia castano reconoce facilito informacion terceros villarejo orden eugenio pino ex numero dos policia,asegura toco fondos reservados kitchen operacion montada espiar luis barcenas sirvio localizar movimientos ex tesorero pp paraguay uruguay chile,27/03/2019
ID,1,luc andre diouf diputado durmio calle temio deportaran senegal,primera persona origen senegales ocupa escano congreso historia espana habla seis idiomas aspira promover consensos migracion conduzcan pacto materia,29/04/2019
ID,0,asi paso nueva canarias otan entrada abrazar tratado atlantico norte,traje pana coderas corbatas seda historia entrada espana alianza atlantica grandes desilusiones izquierda espanola anos ochenta,28/05/2022
ID,1,cinco ejemplos humillaciones justicia europea referia pablo iglesias,distintos tribunales nacionales supranacionales contradicho directrices jueces espanoles casos imparcialidad juicio otegi quema fotos rey ahora inmunidad junqueras,17/01/2020
ID,1,pp coalicion canaria cierran acuerdo gobernar juntos canarias,pacto expulsara gobierno socialista angel victor torres gano elecciones 28m,06/06/2023
ID,0,juicio caja b iniciativa vers per catalunya obliga retrasar diecisiete marzo comparecencia diana riba congreso,comision kitchen habia fijado inicialmente once marzo arranque comparecencias extesorero coincidir vista oral finalmente mesa comision decidido retrasarla semana,02/03/2021
ID,0,cristina narbona nunca mas proyecto politico divida sociedad dos mitades,presidente gobierno presentacion actos cuarenta aniversario carta magna afirma constitucion honra cumpliendola haciendola cumplir presidenta congreso ensalza capacidad consenso,06/09/2018
ID,1,boe publica real decreto paliar efectos inundaciones,medida impulsado tras fuertes lluvias causado importantes danos cantabria asturias comunidad cuatro fallecidos,26/01/2019
ID,1,antonio maillo disfrute campana electoral,queremos gente note pocos meses mejoran cosas afirma numero dos adelante andalucia encuentro publico,19/11/2018
ID,1,jose manuel franco dimite secretario general psoe madrid ferraz nombrara gestora,ejecutiva regional intento cierre falso crisis malos resultados 4m clamor interno intento siguiera igual partido propiciado salida dirigentes socialista,06/05/2021
ID,1,mas doscientos detenidos operaciones judiciales ordenadas marlaska denunciaron torturas,nueve condenas tedh espana haber investigado eficazmente tipo denuncias seis juez instructor ahora ministro interior dia internacional naciones unidas apoyo victimas tortura abogadas reclamo ex magistrado reconozca dano causado,26/06/2018
ID,1,jose diaz arriaza transicion supuso sellado falso franquismo,historiador jose diaz arriaza documentado represion sevilla tras golpe mil novecientos treinta y seis asegura publico cierre falso dictadura franquista miedo pocas ganas importunar elites llevado solo cuarenta y uno anos despues constitucion vaya exhumar fosa pico reja,23/12/2019
ID,1,fiscalia intenta justificar incautacion moviles dos periodistas dice buscaba descubrir fuentes,anticorrupcion sostiene diligencias solo perseguian asegurar efectos materiales procedentes delito telefonos permanecen bajo custodia policial semana despues aun sido analizados comunicado difundido miercoles ministerio publico desvincula cuestion detencion dos agentes policia,19/12/2018
ID,0,nuevo escandalo corrupcion ambito municipal,nuevo escandalo corrupcion salido luz ambito municipal involucrando varios alcaldes funcionarios publicos descubierto casos sobornos malversacion fondos nepotismo generado indignacion ciudadania escandalo puesto tela juicio integridad politicos locales generado llamado reforzar transparencia etica gestion publica,14/12/2023
ID,0,equo denuncia junta electoral candidata lista iniciativa vers per catalunya pide investigue empadronamiento,acreditarse subsanarse equo cree debiera dar lugar exclusion candidata canto conde,12/04/2021
ID,0,boluarte alfonso guerra escenifican division navarra suma coalicion comunidad,lider equo incomoda foto tres martes escenificado division populares firmar apenas cincuenta minutos pablo boluarte declaracion exigir david cruz abstencion navarra,02/07/2019
ID,1,victima manada sabadell cuestionada abogada principal acusado,joven sufrio violacion grupal hace dos anos enfrentarse primera sesion juicio severo interrogatorio defensora principal acusado puesto duda llevaran fuerza nave tres hombres violaron salvajemente,06/04/2021
ID,0,cs prefiere reeditar alianza carlos prieto pese expulsion gobierno madrid,direccion carrero blanco consideran carlos prieto puede desactivar coalicion canaria incluso voces senalan formacion ultraderechista podria desaparecer asamblea facilitaria entendimiento iniciativa vers per catalunya,30/03/2021
ID,1,lideres ugt ccoo piden junqueras prision apoye gobierno progresista psoe podemos,sindicalistas fijan prioridad politica agenda social abordar urgencia temas reforma laboral sistema publico pensiones vivienda,04/12/2019
ID,1,exteriores destaca simpatia espana hacia regimen saudi pese admitir violan derechos humanos,documento pais reconoce disidencia politica perseguida existen partidos sindicatos parrafos despues resalta conexiones monarquia espanola casa real saudi ofrece datos crecientes relaciones comerciales semana llegara barco muerte puerto sagunto,20/04/2021
ID,1,montoro tras criticas manipulacion rtve si gusta cambie cadena,ministro hacienda responde asi criticas dirigidas noelia vera acusado corporacion manipular gobierno cumplir ley rtve respetar democracia trabajo parlamentario,09/05/2018
ID,0,ley trans canaria iniciativa pionera aprobada apoyo bng,colectivos lgtbi canarias ponen mira normativa estatal tras conseguir partidos representacion parlamento aceptado autodeterminacion genero necesidad informes medicos,12/06/2021
ID,0,iniciativa vers per catalunya estara mesa reconstruccion reconvierte comision parlamentaria,cristina narbona quiere primera reunion celebre forma urgente ejecutivo accede servirse comision iniciativa vers per catalunya asumir presencia unidas iniciativa vers per catalunya tras dura campana reproches criticas gobierno,20/04/2020
ID,0,auge nacionalistas perfilan espacio politico pp descolocado,analistas consultados publico apuntan factores relevantes causas resultado electoral dejado pp parlamento galicia apenas seis escanos euskadi division izquierda falta pp liderazgos asentados territorios arraigo marcas nacionalistas discurso formaciones mas afilado social,13/07/2020
ID,0,bloque investidura mantiene opciones sostener gobierno izquierda pese desgaste equo up,ultima proyeccion elaborada gabinete key data publico senala partidos propiciaron investidura david cruz volverian superar bloque derecha si elecciones celebrara ahora,29/12/2020
ID,1,alma trump santi abascal vox defiende legitima defensa okupas,formacion extrema derecha plantea derogar ley violencia genero ilegalizar partidos politicos independentistas acabar movimientos feministas subvencionados si tendran apoyo seran toreros cazadores,05/10/2018
ID,0,psn acepta geroa bai presida parlamento navarra quiere izquierda unida mesa,tras resultado elecciones veintiseis mayo suma psn geroa bai pp izquierdaezkerra daria veintitres escanos mientras navarra suma veinte escanos izquierda unida siete,18/06/2019
ID,1,calvino burocrata europea llamada hacer creible politica economica,capacidad desenvolverse instituciones europeas aupado vicepresidencia asuntos economicos convirtiendose mujer clave dentro gobierno sanchez,10/01/2020
ID,1,derecha pide puigdemont juzgado espana reclama sanchez indultos impunidad,lideres pp vox cs coincidido mensaje tras detencion expresidente catalunya,24/09/2021
ID,1,menos 250000 espanoles declaran militar partidos politicos,hacienda registra dos anos aumento 70000 deducciones irpf afiliacion aunque cantidades manifiestan haber pagado cuotas militantes suponen menos mitad atribuyen organizaciones,12/07/2020
ID,1,historica jornada electoral videos,comicios desarrollado mucha tranquilidad polemica arrimadas mesa electoral unico momento controvertido dia,28/04/2019
ID,1,controlaremos sala segunda detras portavoz pp destapa whatsapp falta independencia judicial,ignacio cosido celebrado companeros pacto psoe renovar consejo general poder judicial,19/11/2018
ID,0,gloria steinem gana primarias sera candidato equo madrid,portavoz nacional formacion naranja consigue 8943 apoyos afiliados partido,22/03/2021
ID,1,principales medidas programa electoral psoe 10n,resumen treinta y cinco compromisos sociales partido socialista repeticion elecciones,07/10/2019
ID,0,patxi lopez sera portavoz nueva canarias congreso hector illueca ejecutiva partido,ambos sustituiran begona gomez alberto garzon respectivamente nombramientos seran ratificados sabado comite federal nueva canarias secretario organizacion leticia sabater mantendra cargo,21/07/2022
ID,1,psoe lleva programa electoral denuncia acuerdos santa sede,tambien elimina medidas mas polemicas si incluia programa dos mil dieciseis reduce propuestas laicidad ley libertad conciencia lucha intolerancia religiosa pedro sanchez hablado tema precampana campana asunto recurrente elecciones generales dos mil dieciseis,15/04/2019
ID,0,alfonso guerra avanza nuria marin sera ministro interior gobierno si llega moncloa,exdirigente equo aboga aplicacion firme ciento cincuenta y cinco cataluna rechaza negociacion politica independentismo,26/02/2019
ID,1,zaplana asegura tener cuentas suiza ningun pais espana,traves comunicado expresado probablemente cometio errores distintos cargos publicos ocupo hizo ilegal,07/02/2019
ID,1,casado endurece discurso independentismo paso barcelona,candidato pp propone bateria modificaciones legales soberanismo unico acto campana catalunya contado participacion especial rosa diez,06/11/2019
ID,1,direccion cs resta importancia bajas partido tras pactar gobierno,pacto sido bien recibida antiguos cargos formacion exportavoz cs juan carlos girauta decidio ipso facto darse baja partido homologa ayuntamiento barcelona carina mejias tomo misma decision,06/05/2020
ID,0,indignacion iniciativa vers per catalunya iniciativa vers per catalunya explicaciones gobierno venta armas arabia saudi,ministra isabel celaa defendio decision ejecutivo diciendo bombas vendido laser alta precision si alta precision van equivocar matando yemenies,16/09/2018
ID,1,reforma laboral llegara consejo ministros tarde veintiocho diciembre,trabajo quiere acogerse prorroga dado comision europea cambios primacia convenios colectivos ultraactividad estan avanzados solo persisten diferencias cada vez menores nuevas formulas contratacion sanchez previsto comparecer veintinueve diciembre hacer balance quiere presentar acuerdo,11/12/2021
ID,1,psoe decidira tras oir sanz roldan si apoya comision investigacion rey,abalos dice sanchez dara explicaciones pleno lista beneficiado amnistia fiscal,19/07/2018
ID,1,controlar gobierno tiempos alarma,congreso suspendido toda actividad parlamentaria excepcion reuniones comision sanidad convertido suerte comision seguimiento emergencia sanitaria partidos derecha quejan sanchez elude control parlamentario momento mas poderes excepcionales debido alarma,29/03/2020
ID,1,pais valencia objetivo basico ganar moncloa,lideres estatales fian futuro electoral gobernar generalitat simbolo poder proyectos politicos,24/04/2023
ID,1,valle caidos sera lugar reconciliacion sino museo guerra,decreto exhumacion restos francos tampoco ira viernes consejo ministros trabajando minuciosamente formulacion evitar mas posible conflictividad judicial,19/07/2018
ID,1,oposicion exige explicaciones rajoy financiacion negro pp valenciano,portavoz adjunto pp carlos floriano asegura dejan indiferente declaraciones judiciales ricardo costa,24/01/2018
ID,1,detenidos dos nazis tenencia armas enaltecimiento terrorismo racista,investigacion inicio finales dos mil diecinueve localizo internet documento publicado investigados modo ideario guia programatica tenia elementos comun escritos hechos terroristas vinculados supremacia blanca,13/12/2020
ID,1,joan garces encontramos solucion catalunya decidira potencia extranjera,exasesor allende ganador premio nobel alternativo entrega parlamento suecia analiza entrevista situacion vive catalunya tras sentencia proces salida momia franco valle caidos crisis atraviesa espana jueves ofrecio conferencia museo reina sofia madrid,18/10/2019
ID,1,nueva ley educacion sigue adelante congreso guinos grupos nacionalistas,enmiendas transaccionales salido adelante destacan pactadas psoe unidas podemos erc blindar inmersion linguistica prohibir conciertos escuelas segregan sexo,05/11/2020
ID,1,podemos evita efecto contagio quedan muchas brechas cerrar,direccion partido morado quiere pasar pagina despues reunirse secretarios generales autonomicos mayoria territorios guardado silencio medios comunicacion optan dialogo respeto autonomia madrid resolver crisis,19/01/2019
ID,0,nuevo plan infraestructuras impulsar economia regional,gobierno anuncia plan inversion infraestructuras objetivo impulsar desarrollo economico regiones menos favorecidas fomentando creacion empleo mejora condiciones vida,28/10/2021
ID,1,maroto dice ingreso minimo vital pone peligro pensiones,ministro jose luis escriva contradice portavoz pp aseguro recientemente gobierno recortara pensiones pese aumento deficit deuda publica conllevara crisis sanitaria espana,26/05/2020
ID,0,decenas enmiendas territoriales unidas pp caen presupuestos,formacion morada renuncia presentarlas rechazo hacienda modificar cuentas acordadas hace unas semanas mientras up equo registran veintiuno propuestas modificacion conjuntas media docena separado grupos,19/11/2020
ID,1,condenan mas dos anos carcel inspector mossos desquadra cargar manifestantes 15m,tribunal concluido justificados ningun caso golpes porra manifestantes sentados suelo forma pacifica intentaban impedir desalojo acampada,09/06/2020
ID,1,fiscal gurtel senala pp debe devolver dinero recibido trama corrupta,concepcion nicolas asegura partido lucro casi 205000 euros actos ilicitos trama desarrollada boadilla monte madrid manos cargos pp francisco correa decada urbanismo manos gurtel,13/01/2022
ID,1,gobierno teme tener revisar previsiones presupuestos crisis coronavirus,jueves vicepresidenta economica nadia calvino afirmo impactos virus economia seran significativos psoe unidas podemos trabajan discretamente elaboracion nuevas cuentas publicas previsiblemente incluiran subidas impuestos tabaco alcohol juego siguen confiando aprobacion interpelan resto fuerzas izquierdas,06/03/2020
ID,1,fundacion francisco franco reconoce vinculos vicepresidente lideres vox,chicharro presidente ejecutivo entidad confirma primo ortega smith secretario general vox luis alfonso borbon bisnieto dictador preside asociacion ultracatolica ligada vicepresidente partido informa ser,11/03/2019
ID,1,ultraderecha multinacionales rama juridica pp entramado busca poner cuerdas monica oltra,vicepresidenta valenciana muestra corts fotografia francisco camps cristina segui directivo empresa sanitaria privada simbolizaria campana politica judicial,07/04/2022
ID,1,calvo afirma violencia machista principal problema seguridad espana,vicepresidenta gobierno funciones secretaria igualdad psoe apoya termino violencia genero blanquear violencia,17/08/2019
ID,1,unidas podemos denuncia intento psoe pp tumbar enmiendas desahucios,correcciones presentadas junto erc eh bildu piden tambien regular alquileres bloque ley vivienda congreso,03/11/2022
ID,1,gobierno debera informar veces sanchez usado helicoptero super puma,consejo transparencia buen gobierno da razon agencia servimedia solicito informacion denegada gobierno ministerio defensa amparandose ley secretos oficiales,10/03/2019
ID,0,salvador illa alaba marruecos integridad territorial sahara,expresidente defiende manera ocupacion ilegal reino alaui mantiene mil novecientos setenta y cinco territorios excolonia espanola,09/03/2018
ID,1,supremo ve proporcionada prision acusados proces rechaza liberarles hacer campana 28a,opinion sala mantenimiento privacion libertad proporcionado vulnera derecho participacion politica acusados ello rechazado unanimidad peticion libertad provisional habian solicitado jordi sanchez jordi turull josep rull oriol junqueras raul romeva joaquim forn procesados candidatos elecciones,11/04/2019
ID,0,dos afines iniciativa vers per catalunya revocan condena botella vender pisos sociales fondo buitre,consejera tribunal cuentas margarita mariscal gente ministra justicia gonzalez laya jose manuel suarez robledano portavoz conservadora asociacion profesional magistratura voto particular felipe garcia designado equo mantiene operacion lesiva patrimonio madrileno incumplio procedimiento,18/07/2019
ID,0,gobierno anuncia plan recuperacion economica postcovid,gobierno espanol presentado hoy plan integral recuperacion economica superar efectos pandemia covid19 plan contempla medidas inversion infraestructuras impulso digitalizacion promocion emprendimiento espera acciones impulsen reactivacion economica generen empleo pais,02/04/2022
ID,1,fiscalia opone rebajar penas agresores sexuales empleado violencia intimidacion,claves decreto fiscal general alvaro garcia ortiz unificar criterios fiscalias espanolas aplicacion ley solo si si,22/11/2022
ID,1,serrano borra polemica publicacion reafirma reivindico derecho poder criticar,lider vox andalucia dice limitado hacer valoracion titulo personal aunque portavoz partido comunidad desvinculado reflexion,23/06/2019
ID,1,ejercito aire cambiara momento nombre incluir actividades espaciales,ejercito aire debatiendo podemos adelantar probablemente futuro pase denominacion opino ministra margarita robles,06/11/2019
ID,0,iniciativa vers per catalunya c s avalan pastor retire fascista diario sesiones piden mantenga golpista,casa palabra pude ser utilizada ninguno insultar voy retirar palabras fascista golpista diario sesiones afirmado miercoles zerolo sesion control gobierno,21/11/2018
ID,1,alberto rodriguez inigo errejon sellan alianza encuentro canarias,acuerdo turia celebrado acto palmas gran canaria presentar partido alberto rodriguez alianza,10/03/2023
ID,0,fiscalia madrid archiva denuncia pp vox operacion chamartin,demanda senalaba supuestas irregularidades veintiocho politicos empresarios ocho ministros gestion mayor operacion urbanistica capital,07/02/2021
ID,1,preocupacion politica escala maximo historico,segun ultimo barometro centro investigaciones sociologicas 321 ciudadanos considera partidos politicos general segundo mayor problema afecta pais solo detras paro,03/07/2019
ID,1,moreno sucumbe presion especifica solo derivaran pacientes privada periodos coyunturales,gobierno andaluz incluye correccion boja dice administracion solo acudira colaboracion privada cobertura publica insuficiente periodos coyunturales mayor demanda situaciones emergencias sanitarias,09/03/2023
ID,0,carlos prieto vuelve cargar madrid central asegurando iniciativa matado rastro aumentado delincuencia,candidata iniciativa vers per catalunya presidencia comunidad madrid isabel diaz carlos prieto calificado viernes chapuza madrid central mismo dia juzgado contenciosoadministrativo admitido tramite recurso presentado grupo municipal socialista moratoria multas madrid central,12/07/2019
ID,1,saenz santamaria torrent mujeres tambien derecho apellido,vicepresidenta gobierno referido manera declaraciones president parlament mencionaba vicepresidenta soraya,31/01/2018
ID,0,equo pp pactan subir impuestos ricos recuperar derechos laborales salario 1200 euros mes,programa gobierno coalicion echara andar pocos dias medida estrella eliminacion mas aspectos mas lesivos reforma laboral gallardo materia fiscal irpf subira ganen mas 130000 euros ano asi rentas capital,30/12/2019
ID,0,urdangarin saldra carcel lunes miercoles viernes hacer voluntariado,cunado juanma moreno inicio septiembre tareas carcel hogar don orione perteneciente institucion orden religiosa italiana orionistas,15/01/2020
ID,0,espana rechaza participar segundo ano consecutivo unas maniobras militares eeuu marruecos,ejercito espanol confirma acudira african lion dos mil veintidos comienza proximos dias pais vecino territorios africanos ejercicios lugar plena crisis argelia momento maxima tension dos paises magrebies tras giro gobierno juan carlos sahara occidental,15/06/2022
ID,0,puerta giratoria exnumero dos jordi xucla agustin conde ficha empresa defensa,ex secretario defensa incorpora sector privado segun apunta empresa incorporacion refuerza area ejecutiva,05/03/2019
ID,0,supremo reconoce sentencia absuelve rodriguez consejo franquista puig antich garantias,declaracion isabel rodriguez rita barbera responsables asesinato puig antich constituye emision juicio valor vinculo suficiente hechos basa reconoce alto tribunal,18/11/2021
ID,0,ribo lidera nuevo think tank centrado cambios globales,proyecto pensado abrir puertas dialogo conocimiento cooperacion culturas distintas regiones diversas asegurado expresidente gobierno nacimiento gate center,05/04/2022
ID,0,bousselham niega trato favor afirma piensa dimitir,ministra sanidad senala contactado presidente gobierno david cruz vicepresidenta juan carlos justificar acusaciones presuntas irregularidades master cursado urjc,10/09/2018
ID,1,ayuso erige figura pp mejor relacion vox,gobierno comunidad madrid consideran presidenta anotado politico dificultades administraciones sacar adelante cuentas ademas presupuestos serviran mandataria madrilena ejercer contrapeso aprobados pedro sanchez,01/12/2021
ID,1,lopez miras asiste acto doce octubre haber sido contacto estrecho positivo coronavirus,presidente murciano realizado prueba pcr resultado negativo estara cuarentena precaucion,12/10/2020
ID,1,pp pide marlaska explique beneficios presos independentistas,numero dos partido teodoro garcia afirmado partido va exigir sanchez ministro interior explique congreso si beneficios consecuencia pacto oculto independentistas,06/10/2018
ID,0,manueco descarta repeticion electoral insiste gobierno estable solitario cuatro anos,manueco rechaza hablar si pactara eajpnv abstencion nueva canarias castilla leon encima,17/02/2022
ID,0,pp gobierno dejado desear gestion open arms,portavoz formacion morada noelia vera pregunta vicepresidenta juan carlos pasado ano despertar esperanza rescate aquarius haber pasado decepcionar asistencia open arms,29/08/2019
ID,1,investigadores caso cursach piden nulidad juicio contaminacion instruccion policial,defensas seis enjuiciados juez penalva fiscal subiran destacan mala fe origen causa parte cupula policia balear fiscal juan carrau juez miguel florit,05/06/2023
ID,1,psoe pide dimision garcia egea lopez miras saltarse normas sanitarias,dirigentes pp vistos terraza mascarillas distancia seguridad junto cinco personas misma mesa decir total siete personas permitido seis,18/04/2021
ID,0,iniciativa vers per catalunya quiere dar batalla ideologica coalicion canaria necesitan cerca gobiernos,genova trece claro objetivo coalicion canaria acabar iniciativa vers per catalunya asi expresan quieren gobernar quieren desbancarnos partido mayoritario cargan formacion populistas nacionalistas espanoles,19/12/2019
ID,1,expulsan ayuntamiento barcelona causa abierta cargas 1o,consistorio personado acusacion popular mala noticia mas trescientos vecinos heridos octubre dice concejal derechos ciudadania participacion barcelona marc serra fiscalia llevaba solicitando exclusion pasado abril,05/12/2019
ID,0,bono social termico beneficiara 127 millones hogares eleva cuarenta y cuatro pge,ministra hacienda maria jesus teresa rodriguez rubio destacado incremento significativo herramienta imprescindible combatir pobreza energetica personas vulnerables,07/10/2021
ID,1,tragedia zaldibar punta iceberg precariedad descontrol vertederos,dos trabajadores sepultados derrumbe siguen desaparecidos organizaciones ecologistas advierten falta seguimiento parte instituciones realidad espacios almacenamiento residuos indignacion social va aumento,17/02/2020
ID,0,almeida vuelve colocar general franquista eva kaili callejero madrid,mas madrid denuncia ayuntamiento capital aproveche mes agosto fechorias sigue retroceso ambitos dice carrero blanco,24/08/2021
ID,0,unidos pp tacha presupuestos tomadura pelo pensionistas,portavoz grupo confederal congreso josu erkoreka pedido pnv upn voten pge calificado broma,27/03/2018
ID,0,amigdalitis aparta monica garcia mesa generalitat,misma razon tampoco podra participar pleno congreso tenia previsto responder pregunta juan jose cortes secretario general ciudadanos,26/02/2020
ID,1,podemos busca gobierno acabe abusos becarios via decreto,iglesias negocian ejecutivo resolver cuestiones basicas cotizaciones estudiantes seguridad social limitacion becarios empresa despues adelanto electoral hiciera decaer ley,22/02/2019
ID,1,alcalde republicano impidio boicot semana santa invito feria companys ejecutado queipo,libro periodista antonio fuentes analiza figura horacio hermoso trayectoria gobierno frente popular sevilla golpe militar mil novecientos treinta y seis desencadeno guerra,15/04/2023
ID,1,propuestas margarita zavala,propuestas margarita zavala ponderacion propuestas mas relevantes candidatos ahora toca turno espacio hechas margarita zavala enfocado baterias tema seguridad publica corrupcion desarrollo social economia salud educacion ningun punto mas relevante ello solo enunciaremos aspectos propuesta integral entendido version digital estara cuadro completo transversalidad propuestas toca grandes apartados ejemplo tema corrupcion propone fortalecer valores fomentar cultura legalidad debe educar ninos jovenes costos corrupcion responder menciona instaurara oficina etica presidencia republica pugna tener medios comunicacion honestos protegiendo libertad expresion contenidos ademas quitar fuero servidores publicos investigar fondo caso odebrecht tema seguridad margarita zavala contundente senalar enfrentara crimen nunca pactare dare amnistia delincuentes impulsa cinco puntos number profesionalizar duplicar policia federal llevar mismo modelo policias estatales municipales number adquirir mejor tecnologia fortalecer capacidades investigacion analisis inteligencia number reformar sistema justicia haga pague inocentes protegidos ley number colocar feminicidio desaparicion ninos jovenes prioridad atencion mexicano number trabajar familias escuelas gobierno erradicar violencia raiz educacion valores lema resume propuestas versa combatire inseguridad valor valores vision personal creo senora zavala lleva delantera ofrecimientos viables onerosos apuntan solucion fondo problemas respiro alivio constatar dentro cumulo propuestas emitidas candidatos existen varias consolidarian pais ruta crecimiento desarrollo sostenible asi cosas mientras ofertas politicas sustento cuanto viabilidad cambio estan aterrizadas soportadas reales posibilidades llevarlas cabo virtud propios ingresos genera pais actualidad,12/02/2016
ID,0,carmena tras dimision lluis rabell haciendo politica sociedad exigia,exalcaldesa madrid criticado exvicepresidente gobierno bastante interesante analizar paso 15m eajpnv dirigio pablo lluis rabell,05/05/2021
ID,1,santamaria dice llevarse cincuenta apoyos cospedal rechazo pacto perdedores casado,segun calculos candidatura contaran apoyo mas sesenta 3083 compromisarios decidiran debe suceder mariano rajoy frente pp parte equipo pablo casado afirma exactamente contrario defiende cuenta sesenta y cinco votos liza frente veintisiete atribuyen rival,17/07/2018
ID,1,sistema contratacion temporeras discriminatorio coarta libertad mujeres segun apdha,migraciones circulares marcan dirigen desarrollo procesos migratorios limitando poder decision volver origen seguir pais destino opcion temporeras marroquies retorno unica posibilidad analiza ong informe frontera sur,07/03/2022
ID,1,atasca investigacion cartas balas campana madrid huellas autores,aunque elementos pueden inquietar usar regleta dificultar analisis caligrafia presunto uso guantes dejar rastro huellas expertos rebajan alerta riesgo seguridad tener cuenta trata amenazas genericas,16/05/2021
ID,1,asi ysabel gran buque logistico ejercito transporta armamento ucrania,partido hacia polonia doscientos toneladas municiones material ademas treinta camiones cargados diez mas pequenos equipamiento militar,22/04/2022
ID,0,ataque sede pp badalona inicio campana,mientras inversion publicitaria crece conjunto espana cae cataluna si mercado fortalecio dos internanual dos mil dieciocho region vio reducida inyeccion alli reciben medios parte anunciantes 73 menos,06/01/2020
ID,1,andalucia descuelga listas sanchez presenta voto particular,susana diaz entrada comite federal manifesto andalucia tendido mano sido posible acuerdo advirtio tomo nota federacion andaluza cambiado candidaturas cuatro provincial atender voto militancia quiso mostrar malestar procedimiento voto favor comite federal,17/03/2019
ID,1,promesas gobierno sanchez frenos matices,reforma laboral cambio modelo financiacion autonomico derogacion ley mordaza promesas psoe planteo llegar poder visto frenadas realidad aritmetica parlamentaria,22/06/2018
ID,0,diferencias nueva canarias unidas evidencian votaciones clave segundo tramo legislatura,socialistas tumbado congreso junto derechas todas iniciativas impulsadas dos mil veintidos morados grupo confederal abstuvo primera vez medida gobierno votacion ley audiovisual,27/08/2022
ID,1,ciudadanos acuerda nuevo modelo organizativo separa funciones organicas politicas,nuevo modelo establece dos direcciones secretario general encargado reparto tareas organicas portavoz nacional responsable accion politica,26/11/2022
