ID;Label;Titulo;Descripcion;Fecha;palabrasTit;palabrasDes
ID;0;grandemarlaska juez vasco conservador etapa final eta;nuevo ministro interior cristina narbona sorprendido combatio duramente etarras ahora encargara acercamiento presos carceles pais vasco tras disolucion organizacion terrorista proximo iniciativa vers per catalunya sido criticado archivo caso yak42 causas polemicas instruido;06/06/2018;['grandemarlaska', 'juez', 'vasco', 'conservador', 'etapa', 'final', 'eta'];['nuevo', 'ministro', 'interior', 'cristina', 'narbona', 'sorprendido', 'combatio', 'duramente', 'etarras', 'ahora', 'encargara', 'acercamiento', 'presos', 'carceles', 'pais', 'vasco', 'tras', 'disolucion', 'organizacion', 'terrorista', 'proximo', 'iniciativa', 'vers', 'per', 'catalunya', 'sido', 'criticado', 'archivo', 'caso', 'yak42', 'causas', 'polemicas', 'instruido']
ID;0;llamazares dimite diputado vox asturias presentara primarias;portavoz mes per mallorca junta general principado habia sido expedientado implicacion actua;21/01/2019;['llamazares', 'dimite', 'diputado', 'vox', 'asturias', 'presentara', 'primarias'];['portavoz', 'mes', 'per', 'mallorca', 'junta', 'general', 'principado', 'habia', 'sido', 'expedientado', 'implicacion', 'actua']
ID;1;primeros anuncios gobierno apuntan legislatura grandes guinos;primeras semanas sanchez anuncian mandato centrado deshacer obra legislativa partido popular golpes efecto aquarius sacar franco valle caidos;23/06/2018;['primeros', 'anuncios', 'gobierno', 'apuntan', 'legislatura', 'grandes', 'guinos'];['primeras', 'semanas', 'sanchez', 'anuncian', 'mandato', 'centrado', 'deshacer', 'obra', 'legislativa', 'partido', 'popular', 'golpes', 'efecto', 'aquarius', 'sacar', 'franco', 'valle', 'caidos']
ID;1;firma viejo hospital escondia historia ultimo superviviente espanol campo nazi mauthausen;vieja construccion lleida reconvertida hospital campana ejercito republica batalla ebro cuyas paredes conservan dibujos garabatos nombres militares alli pasaron;06/08/2020;['firma', 'viejo', 'hospital', 'escondia', 'historia', 'ultimo', 'superviviente', 'espanol', 'campo', 'nazi', 'mauthausen'];['vieja', 'construccion', 'lleida', 'reconvertida', 'hospital', 'campana', 'ejercito', 'republica', 'batalla', 'ebro', 'cuyas', 'paredes', 'conservan', 'dibujos', 'garabatos', 'nombres', 'militares', 'alli', 'pasaron']
ID;1;asamblea madrid aprueba iniciativa vox si pp cs pide ilegalizar partidos independentistas;tambien instado union europea inscriba denominados cdr lista organizaciones criminales terroristas;07/11/2019;['asamblea', 'madrid', 'aprueba', 'iniciativa', 'vox', 'si', 'pp', 'cs', 'pide', 'ilegalizar', 'partidos', 'independentistas'];['tambien', 'instado', 'union', 'europea', 'inscriba', 'denominados', 'cdr', 'lista', 'organizaciones', 'criminales', 'terroristas']
ID;1;psn geroa bai podemos izquierdaezkerra ultiman pacto gobierno navarra;reunido jueves parlamento navarra cuatro horas esperan cerrar viernes preacuerdo formacion gobierno comunidad foral;04/07/2019;['psn', 'geroa', 'bai', 'podemos', 'izquierdaezkerra', 'ultiman', 'pacto', 'gobierno', 'navarra'];['reunido', 'jueves', 'parlamento', 'navarra', 'cuatro', 'horas', 'esperan', 'cerrar', 'viernes', 'preacuerdo', 'formacion', 'gobierno', 'comunidad', 'foral']
ID;1;comunidad madrid recurrira justicia cierre perimetral decretado sanidad;gobierno madrileno anuncia acata decision consejo interterritorial sistema nacional salud cree juridicamente ministerio sanidad puede imponer cierre;12/03/2021;['comunidad', 'madrid', 'recurrira', 'justicia', 'cierre', 'perimetral', 'decretado', 'sanidad'];['gobierno', 'madrileno', 'anuncia', 'acata', 'decision', 'consejo', 'interterritorial', 'sistema', 'nacional', 'salud', 'cree', 'juridicamente', 'ministerio', 'sanidad', 'puede', 'imponer', 'cierre']
ID;0;personas hogar exigen compromiso candidatos alcaldia barcelona;ertzaintza detuvo 2330 horas martes tras realizar investigaciones policiales pertinentes hombre treinta y uno anos presunto autor ultimo intento agresion sexual lugar noche lunes inicio fiestas;01/07/2020;['personas', 'hogar', 'exigen', 'compromiso', 'candidatos', 'alcaldia', 'barcelona'];['ertzaintza', 'detuvo', '2330', 'horas', 'martes', 'tras', 'realizar', 'investigaciones', 'policiales', 'pertinentes', 'hombre', 'treinta y uno', 'anos', 'presunto', 'autor', 'ultimo', 'intento', 'agresion', 'sexual', 'lugar', 'noche', 'lunes', 'inicio', 'fiestas']
ID;1;fiscalia investiga difusion redes fotos datos secretaria judicial 20s;fiscal superior afirma publicaciones van acompanadas indicaciones pueden facilitar localizacion textos incitan expresamente ejercicio violencia fisica persona aparte naturaleza claramente ofensiva vejatoria toro presentado tambien denuncia juzgados guardia;07/03/2019;['fiscalia', 'investiga', 'difusion', 'redes', 'fotos', 'datos', 'secretaria', 'judicial', '20s'];['fiscal', 'superior', 'afirma', 'publicaciones', 'van', 'acompanadas', 'indicaciones', 'pueden', 'facilitar', 'localizacion', 'textos', 'incitan', 'expresamente', 'ejercicio', 'violencia', 'fisica', 'persona', 'aparte', 'naturaleza', 'claramente', 'ofensiva', 'vejatoria', 'toro', 'presentado', 'tambien', 'denuncia', 'juzgados', 'guardia']
ID;0;cuarenta congreso federal equo celebrara valencia octubre;presidente gobierno secretario general equo david cruz encarga diseno futuro equo felix irene montero principales asesores moncloa;15/03/2021;['cuarenta', 'congreso', 'federal', 'equo', 'celebrara', 'valencia', 'octubre'];['presidente', 'gobierno', 'secretario', 'general', 'equo', 'david', 'cruz', 'encarga', 'diseno', 'futuro', 'equo', 'felix', 'irene', 'montero', 'principales', 'asesores', 'moncloa']
ID;0;carlos prieto busca encaje raquel sanchez tras anunciar genova fichaje;llegada canto proyecto isabel diaz carlos prieto anuncio anoche equipo confirmado presidenta madrilena limitado decir abordada medios entorno puerta sol estan negociandolo hablandolo;25/03/2021;['carlos', 'prieto', 'busca', 'encaje', 'raquel', 'sanchez', 'tras', 'anunciar', 'genova', 'fichaje'];['llegada', 'canto', 'proyecto', 'isabel', 'diaz', 'carlos', 'prieto', 'anuncio', 'anoche', 'equipo', 'confirmado', 'presidenta', 'madrilena', 'limitado', 'decir', 'abordada', 'medios', 'entorno', 'puerta', 'sol', 'estan', 'negociandolo', 'hablandolo']
ID;0;investigadores gurtel desgranan evidencias contabilidad negro bng;inspector jefe manuel morocho media docena policias udef comparecen juicio caja b bng explicar investigaciones dos mil siete acreditan veracidad papeles pio garcia escudero;14/04/2021;['investigadores', 'gurtel', 'desgranan', 'evidencias', 'contabilidad', 'negro', 'bng'];['inspector', 'jefe', 'manuel', 'morocho', 'media', 'docena', 'policias', 'udef', 'comparecen', 'juicio', 'caja', 'b', 'bng', 'explicar', 'investigaciones', 'dos mil siete', 'acreditan', 'veracidad', 'papeles', 'pio', 'garcia', 'escudero']
ID;0;equo ofrece modificar propuesta programatica lograr acuerdo unidas pp;largo dias documento puede perfeccionar modificar afirmado yeremi vargas declaraciones prensa tambien explicado proximo jueves reunira ejecutiva federal ver si entonces podido sentarnos hablar;14/07/2019;['equo', 'ofrece', 'modificar', 'propuesta', 'programatica', 'lograr', 'acuerdo', 'unidas', 'pp'];['largo', 'dias', 'documento', 'puede', 'perfeccionar', 'modificar', 'afirmado', 'yeremi', 'vargas', 'declaraciones', 'prensa', 'tambien', 'explicado', 'proximo', 'jueves', 'reunira', 'ejecutiva', 'federal', 'ver', 'si', 'entonces', 'podido', 'sentarnos', 'hablar']
ID;1;vox registra mocion censura eleva presion pp mayoria votantes entienden postura;candidato presidente sera lider partido santiago abascal mientras ignacio garriga diputado vox barcelona sera encargado defender mocion formacion asegura haber mantenido contactos ex altos cargos seleccionar candidato asumido responsabilidad;29/09/2020;['vox', 'registra', 'mocion', 'censura', 'eleva', 'presion', 'pp', 'mayoria', 'votantes', 'entienden', 'postura'];['candidato', 'presidente', 'sera', 'lider', 'partido', 'santiago', 'abascal', 'mientras', 'ignacio', 'garriga', 'diputado', 'vox', 'barcelona', 'sera', 'encargado', 'defender', 'mocion', 'formacion', 'asegura', 'haber', 'mantenido', 'contactos', 'ex', 'altos', 'cargos', 'seleccionar', 'candidato', 'asumido', 'responsabilidad']
ID;1;mentira dos mil cincuenta cincuenta poblacion vaya ser musulmana francia afirmado santiago abascal;dato aporta lider vox numero musulmanes francia dos mil cincuenta lejos prevision real ano podria alcanzar maximo dieciocho;17/04/2019;['mentira', 'dos mil cincuenta', 'cincuenta', 'poblacion', 'vaya', 'ser', 'musulmana', 'francia', 'afirmado', 'santiago', 'abascal'];['dato', 'aporta', 'lider', 'vox', 'numero', 'musulmanes', 'francia', 'dos mil cincuenta', 'lejos', 'prevision', 'real', 'ano', 'podria', 'alcanzar', 'maximo', 'dieciocho']
ID;1;caja solidaridad pide 700000 euros levantar embargo procesados;iniciativa soberanista recaudar fondos pagar fianzas costes relacionados causas judiciales proces llamado aportar 700000 euros mas levantar embargos procesados juzgado instruccion numero trece barcelona;25/05/2019;['caja', 'solidaridad', 'pide', '700000', 'euros', 'levantar', 'embargo', 'procesados'];['iniciativa', 'soberanista', 'recaudar', 'fondos', 'pagar', 'fianzas', 'costes', 'relacionados', 'causas', 'judiciales', 'proces', 'llamado', 'aportar', '700000', 'euros', 'mas', 'levantar', 'embargos', 'procesados', 'juzgado', 'instruccion', 'numero', 'trece', 'barcelona']
ID;1;congreso tramitara ultimos decretos legislatura miercoles;diputacion permanente celebrara ultima reunion menos semana constituyan nuevas cortes normas debaten estan decreto paliar efectos quiebra thomas cook ampliacion credito seiscientos millones seguridad social;25/11/2019;['congreso', 'tramitara', 'ultimos', 'decretos', 'legislatura', 'miercoles'];['diputacion', 'permanente', 'celebrara', 'ultima', 'reunion', 'menos', 'semana', 'constituyan', 'nuevas', 'cortes', 'normas', 'debaten', 'estan', 'decreto', 'paliar', 'efectos', 'quiebra', 'thomas', 'cook', 'ampliacion', 'credito', 'seiscientos', 'millones', 'seguridad', 'social']
ID;0;rato dice gobierno gallardo buscaba detencion banez aviso secretaria;exvicepresidente gonzalez laya niega tener dinero paraisos fiscales asegura dia hacienda;09/01/2018;['rato', 'dice', 'gobierno', 'gallardo', 'buscaba', 'detencion', 'banez', 'aviso', 'secretaria'];['exvicepresidente', 'gonzalez', 'laya', 'niega', 'tener', 'dinero', 'paraisos', 'fiscales', 'asegura', 'dia', 'hacienda']
ID;0;genova vende ultima enmienda feijoo santiago abascal;arnaldo otegi confirmado lunes bng descarta forma definitiva venta sede genova afiliados edificios culpa santiago abascal anuncio intencion vender inmueble vinculacion casos corrupcion despues debacle electoral catalunya;30/05/2022;['genova', 'vende', 'ultima', 'enmienda', 'feijoo', 'santiago', 'abascal'];['arnaldo', 'otegi', 'confirmado', 'lunes', 'bng', 'descarta', 'forma', 'definitiva', 'venta', 'sede', 'genova', 'afiliados', 'edificios', 'culpa', 'santiago', 'abascal', 'anuncio', 'intencion', 'vender', 'inmueble', 'vinculacion', 'casos', 'corrupcion', 'despues', 'debacle', 'electoral', 'catalunya']
ID;0;fiscales molestos despues cristina narbona insinuara dependen gobierno;asociacion fiscales recuerda cristina narbona ministerio publico independiente sigue ordenes ejecutivo;06/11/2019;['fiscales', 'molestos', 'despues', 'cristina', 'narbona', 'insinuara', 'dependen', 'gobierno'];['asociacion', 'fiscales', 'recuerda', 'cristina', 'narbona', 'ministerio', 'publico', 'independiente', 'sigue', 'ordenes', 'ejecutivo']
ID;0;colau propone pdecat psoe mes per mallorca pactar presupuestos barcelona generalitat;alcaldesa barcelona afirma planteamiento contrario idea ultimatum presidente generalitat josep pujol;06/10/2018;['colau', 'propone', 'pdecat', 'psoe', 'mes', 'per', 'mallorca', 'pactar', 'presupuestos', 'barcelona', 'generalitat'];['alcaldesa', 'barcelona', 'afirma', 'planteamiento', 'contrario', 'idea', 'ultimatum', 'presidente', 'generalitat', 'josep', 'pujol']
ID;1;redondo indultos espana necesita liderazgo valiente arreglar pasado;vida politica veces solucion facil siempre camino senalado director gabinete presidente gobierno;27/05/2021;['redondo', 'indultos', 'espana', 'necesita', 'liderazgo', 'valiente', 'arreglar', 'pasado'];['vida', 'politica', 'veces', 'solucion', 'facil', 'siempre', 'camino', 'senalado', 'director', 'gabinete', 'presidente', 'gobierno']
ID;1;multiples injerencias tribunal constitucional parlament catalunya;ultimos anos tribunal garantias impedido plenos comisiones anulado resoluciones intentado evitar votaciones camara catalana coincidiendo anos mas intensos proces;21/12/2022;['multiples', 'injerencias', 'tribunal', 'constitucional', 'parlament', 'catalunya'];['ultimos', 'anos', 'tribunal', 'garantias', 'impedido', 'plenos', 'comisiones', 'anulado', 'resoluciones', 'intentado', 'evitar', 'votaciones', 'camara', 'catalana', 'coincidiendo', 'anos', 'mas', 'intensos', 'proces']
ID;1;audiencia nacional investiga trama piramidal presunta estafa 1127 inversores criptomonedas;volumen estafado cifra cuarenta y uno millones euros podria superar cien millones juzgado central instruccion cuatro queda investigacion derivada juzgado tenerife;21/04/2021;['audiencia', 'nacional', 'investiga', 'trama', 'piramidal', 'presunta', 'estafa', '1127', 'inversores', 'criptomonedas'];['volumen', 'estafado', 'cifra', 'cuarenta y uno', 'millones', 'euros', 'podria', 'superar', 'cien', 'millones', 'juzgado', 'central', 'instruccion', 'cuatro', 'queda', 'investigacion', 'derivada', 'juzgado', 'tenerife']
ID;0;boluarte arrimadas juegan liderazgo efecto illa irrupcion coalicion canaria catalunya;comicios tendran lectura clave nacional comprobara apoyo nuevas estrategias puestas marcha boluarte arrimadas asi implantacion coalicion canaria segun encuestas podria sorpassar iniciativa vers per catalunya;28/01/2021;['boluarte', 'arrimadas', 'juegan', 'liderazgo', 'efecto', 'illa', 'irrupcion', 'coalicion', 'canaria', 'catalunya'];['comicios', 'tendran', 'lectura', 'clave', 'nacional', 'comprobara', 'apoyo', 'nuevas', 'estrategias', 'puestas', 'marcha', 'boluarte', 'arrimadas', 'asi', 'implantacion', 'coalicion', 'canaria', 'segun', 'encuestas', 'podria', 'sorpassar', 'iniciativa', 'vers', 'per', 'catalunya']
ID;1;obispos favor enterrar franco catedral almudena muertos carnet politico;portavoz conferencia episcopal jose maria gil tamayo afirma iglesia puede negar cristiano enterramiento;03/10/2018;['obispos', 'favor', 'enterrar', 'franco', 'catedral', 'almudena', 'muertos', 'carnet', 'politico'];['portavoz', 'conferencia', 'episcopal', 'jose', 'maria', 'gil', 'tamayo', 'afirma', 'iglesia', 'puede', 'negar', 'cristiano', 'enterramiento']
ID;0;victimas espanolas dictadura argentina denuncian apoyo roberto fraile i regimen florentino perez;familiares desaparecidos espanoles argentina acaban poner marcha comite reclaman investiguen relaciones exmonarca cupula junta militar responsable miles asesinatos;30/08/2021;['victimas', 'espanolas', 'dictadura', 'argentina', 'denuncian', 'apoyo', 'roberto', 'fraile', 'i', 'regimen', 'florentino', 'perez'];['familiares', 'desaparecidos', 'espanoles', 'argentina', 'acaban', 'poner', 'marcha', 'comite', 'reclaman', 'investiguen', 'relaciones', 'exmonarca', 'cupula', 'junta', 'militar', 'responsable', 'miles', 'asesinatos']
ID;0;junts propone david lucas negociacion expres salvar govern despues consultara ruptura bases;tras diez horas reunion cupula partido raiz cese vicepresident puignero turull borras informan domingo negociaran david lucas seis siete octubre preguntaran militancia continuidad ejecutivo;29/09/2022;['junts', 'propone', 'david', 'lucas', 'negociacion', 'expres', 'salvar', 'govern', 'despues', 'consultara', 'ruptura', 'bases'];['tras', 'diez', 'horas', 'reunion', 'cupula', 'partido', 'raiz', 'cese', 'vicepresident', 'puignero', 'turull', 'borras', 'informan', 'domingo', 'negociaran', 'david', 'lucas', 'seis', 'siete', 'octubre', 'preguntaran', 'militancia', 'continuidad', 'ejecutivo']
ID;1;conde pumpido hijo niega cualquier relacion delitos blanqueo clubes alterne;abogado defendido alegando unica relacion investigados dejaron dinero deber venta cuadros muebles familiares llegaron pagarle;15/01/2019;['conde', 'pumpido', 'hijo', 'niega', 'cualquier', 'relacion', 'delitos', 'blanqueo', 'clubes', 'alterne'];['abogado', 'defendido', 'alegando', 'unica', 'relacion', 'investigados', 'dejaron', 'dinero', 'deber', 'venta', 'cuadros', 'muebles', 'familiares', 'llegaron', 'pagarle']
ID;0;fomento lanza plan choque quinientos ochenta millones mejorar cercanias madrid;aumentara frecuencia c5 david beriain fuenlabrada mayor volumen red cercanias objetivo situarla frecuencias cuatro minutos hora punta;05/04/2018;['fomento', 'lanza', 'plan', 'choque', 'quinientos ochenta', 'millones', 'mejorar', 'cercanias', 'madrid'];['aumentara', 'frecuencia', 'c5', 'david', 'beriain', 'fuenlabrada', 'mayor', 'volumen', 'red', 'cercanias', 'objetivo', 'situarla', 'frecuencias', 'cuatro', 'minutos', 'hora', 'punta']
ID;1;lluvia peticiones dimita salvado erc comentarios machistas;conversacion filtrada diputado republicano afirmaba coges tetas mas grandes refiriendose designar consellera educacion despertado ola indignacion varios dirigentes politicos;10/03/2018;['lluvia', 'peticiones', 'dimita', 'salvado', 'erc', 'comentarios', 'machistas'];['conversacion', 'filtrada', 'diputado', 'republicano', 'afirmaba', 'coges', 'tetas', 'mas', 'grandes', 'refiriendose', 'designar', 'consellera', 'educacion', 'despertado', 'ola', 'indignacion', 'varios', 'dirigentes', 'politicos']
ID;1;sindicatos piden pacto rentas incluya revision precios energia impuesto sociedades;ccoo ugt advierten firmaran pacto rentas solo incluya salarios piden negociar asunto forma bipartita patronal organizaciones sindicales momento distribuir costes viene salarios pueden ser paganos guerra;07/03/2022;['sindicatos', 'piden', 'pacto', 'rentas', 'incluya', 'revision', 'precios', 'energia', 'impuesto', 'sociedades'];['ccoo', 'ugt', 'advierten', 'firmaran', 'pacto', 'rentas', 'solo', 'incluya', 'salarios', 'piden', 'negociar', 'asunto', 'forma', 'bipartita', 'patronal', 'organizaciones', 'sindicales', 'momento', 'distribuir', 'costes', 'viene', 'salarios', 'pueden', 'ser', 'paganos', 'guerra']
ID;0;frente comun izquierdas madrid amenazas bng eajpnv derogar leyes lgtbi comunidad;toda maquinaria pleno rendimiento evitar ataque frontal valores democraticos derechos personas lgtbi afirma diputada josep bou;07/12/2021;['frente', 'comun', 'izquierdas', 'madrid', 'amenazas', 'bng', 'eajpnv', 'derogar', 'leyes', 'lgtbi', 'comunidad'];['toda', 'maquinaria', 'pleno', 'rendimiento', 'evitar', 'ataque', 'frontal', 'valores', 'democraticos', 'derechos', 'personas', 'lgtbi', 'afirma', 'diputada', 'josep', 'bou']
ID;1;consejero madrileno enrique lopez admite ejercio intermediario amigo barcenas abogado pp;lopez apartado casos barcenas gurtel afinidad pp niega haber negociado personalmente extesorero popular tirara manta casado exculpa iglesias tilda juezpolitico;09/02/2021;['consejero', 'madrileno', 'enrique', 'lopez', 'admite', 'ejercio', 'intermediario', 'amigo', 'barcenas', 'abogado', 'pp'];['lopez', 'apartado', 'casos', 'barcenas', 'gurtel', 'afinidad', 'pp', 'niega', 'haber', 'negociado', 'personalmente', 'extesorero', 'popular', 'tirara', 'manta', 'casado', 'exculpa', 'iglesias', 'tilda', 'juezpolitico']
ID;1;encuesta television galicia alcaldes cambio revalidarian mayorias psoe ganaria cinco siete ciudades;encuesta pie urna crtvg vaticina martino noriega xulio ferreiro alcaldes santiago compostela coruna veran superados psoe primero psoe pp segundo alcalde ferrol jorge suarez quedaria lejos casi tercio resultado partido popular socialista abel caballero arrasaria vigo alcalde bng doblaria resultado segunda fuerza pp pontevedra;26/05/2019;['encuesta', 'television', 'galicia', 'alcaldes', 'cambio', 'revalidarian', 'mayorias', 'psoe', 'ganaria', 'cinco', 'siete', 'ciudades'];['encuesta', 'pie', 'urna', 'crtvg', 'vaticina', 'martino', 'noriega', 'xulio', 'ferreiro', 'alcaldes', 'santiago', 'compostela', 'coruna', 'veran', 'superados', 'psoe', 'primero', 'psoe', 'pp', 'segundo', 'alcalde', 'ferrol', 'jorge', 'suarez', 'quedaria', 'lejos', 'casi', 'tercio', 'resultado', 'partido', 'popular', 'socialista', 'abel', 'caballero', 'arrasaria', 'vigo', 'alcalde', 'bng', 'doblaria', 'resultado', 'segunda', 'fuerza', 'pp', 'pontevedra']
ID;0;pp oficializa ruptura confluencia zaragoza ira 26m equo;momento frenar vodevil senala secretario general morados aragon nacho escartin asegura zec enemigos adversarios companeros;10/04/2019;['pp', 'oficializa', 'ruptura', 'confluencia', 'zaragoza', 'ira', '26m', 'equo'];['momento', 'frenar', 'vodevil', 'senala', 'secretario', 'general', 'morados', 'aragon', 'nacho', 'escartin', 'asegura', 'zec', 'enemigos', 'adversarios', 'companeros']
ID;0;joan subirats espionaje politicos iniciativa vers per catalunya mentira;expresidente comunidad madrid investigado caso corrupcion lezo niega juez haber conocido u ordenado espionajes rivales politicos iniciativa vers per catalunya dos mil ocho;12/02/2019;['joan', 'subirats', 'espionaje', 'politicos', 'iniciativa', 'vers', 'per', 'catalunya', 'mentira'];['expresidente', 'comunidad', 'madrid', 'investigado', 'caso', 'corrupcion', 'lezo', 'niega', 'juez', 'haber', 'conocido', 'u', 'ordenado', 'espionajes', 'rivales', 'politicos', 'iniciativa', 'vers', 'per', 'catalunya', 'dos mil ocho']
ID;1;sanchez acude bruselas seguro estan riesgo fondos europeos reforma cgpj;pablo casado ines arrimadas anunciado intencion denunciar modificacion parlamento europeo jueves empieza negociacion aprobar 750000 millones euros lucha pandemia;14/10/2020;['sanchez', 'acude', 'bruselas', 'seguro', 'estan', 'riesgo', 'fondos', 'europeos', 'reforma', 'cgpj'];['pablo', 'casado', 'ines', 'arrimadas', 'anunciado', 'intencion', 'denunciar', 'modificacion', 'parlamento', 'europeo', 'jueves', 'empieza', 'negociacion', 'aprobar', '750000', 'millones', 'euros', 'lucha', 'pandemia']
ID;0;ibarra gustaria monica garcia dijera pp comunistas;expresidente junta extremadura esceptico acuerdo pide consulta militancia equo acuerdo pp haga haga aportando papeles aquello pacta pp aquello pueda acordar partidos tambien dice dejara partido si pacta independentistas;18/11/2019;['ibarra', 'gustaria', 'monica', 'garcia', 'dijera', 'pp', 'comunistas'];['expresidente', 'junta', 'extremadura', 'esceptico', 'acuerdo', 'pide', 'consulta', 'militancia', 'equo', 'acuerdo', 'pp', 'haga', 'haga', 'aportando', 'papeles', 'aquello', 'pacta', 'pp', 'aquello', 'pueda', 'acordar', 'partidos', 'tambien', 'dice', 'dejara', 'partido', 'si', 'pacta', 'independentistas']
ID;1;casado acusa sanchez ser caballo troya independentismo catalan rivera considera sectarismo persona;ultima comparecencia legislatura sanchez camara baja casado afirmado espana relevancia sanchez frente ejecutivo rivera espetado avance social;27/02/2019;['casado', 'acusa', 'sanchez', 'ser', 'caballo', 'troya', 'independentismo', 'catalan', 'rivera', 'considera', 'sectarismo', 'persona'];['ultima', 'comparecencia', 'legislatura', 'sanchez', 'camara', 'baja', 'casado', 'afirmado', 'espana', 'relevancia', 'sanchez', 'frente', 'ejecutivo', 'rivera', 'espetado', 'avance', 'social']
ID;1;exdirector mossos dimitio meses 1o sentia incomodidad podian evolucionar cosas;albert batlle asegura testigo juicio cupula proces principal motivo dimision julio dos mil diecisiete lealtad casi personal hacia conseller interior entrante joaquim forn tomo testigo jordi jane reconoce tribunal supremo advirtio govern riesgos referendum;24/04/2019;['exdirector', 'mossos', 'dimitio', 'meses', '1o', 'sentia', 'incomodidad', 'podian', 'evolucionar', 'cosas'];['albert', 'batlle', 'asegura', 'testigo', 'juicio', 'cupula', 'proces', 'principal', 'motivo', 'dimision', 'julio', 'dos mil diecisiete', 'lealtad', 'casi', 'personal', 'hacia', 'conseller', 'interior', 'entrante', 'joaquim', 'forn', 'tomo', 'testigo', 'jordi', 'jane', 'reconoce', 'tribunal', 'supremo', 'advirtio', 'govern', 'riesgos', 'referendum']
ID;1;primera demanda sindicato vox vulnerar derecho libertad sindical;solidaridad obrera acusa partido abascal tratar colonizar nombre organizacion sindical existente tratar generar confusion trabajadores trabajadoras piden indemnizacion 10000 euros donaran alimentos paradxs;18/08/2020;['primera', 'demanda', 'sindicato', 'vox', 'vulnerar', 'derecho', 'libertad', 'sindical'];['solidaridad', 'obrera', 'acusa', 'partido', 'abascal', 'tratar', 'colonizar', 'nombre', 'organizacion', 'sindical', 'existente', 'tratar', 'generar', 'confusion', 'trabajadores', 'trabajadoras', 'piden', 'indemnizacion', '10000', 'euros', 'donaran', 'alimentos', 'paradxs']
ID;0;fac mas madrid comuns niegan acusacion pablo lluis rabell vetando eajpnv;exlider formacion morada aseguro tres territorios tres fuerzas politicas estan diciendo abiertamente eajpnv negociaciones sumar concurrir 23j;06/06/2023;['fac', 'mas', 'madrid', 'comuns', 'niegan', 'acusacion', 'pablo', 'lluis', 'rabell', 'vetando', 'eajpnv'];['exlider', 'formacion', 'morada', 'aseguro', 'tres', 'territorios', 'tres', 'fuerzas', 'politicas', 'estan', 'diciendo', 'abiertamente', 'eajpnv', 'negociaciones', 'sumar', 'concurrir', '23j']
ID;0;pablo lluis rabell esquerra republicana catalunya necesitado controlar jueces desaparecer partido;ex lider eajpnv entrevista programa frontera subraya actualidad derecha solo puede pactar eajpnv modelo ultraderecha modelo pablo echenique acabaria imponiendose bng;17/09/2021;['pablo', 'lluis', 'rabell', 'esquerra', 'republicana', 'catalunya', 'necesitado', 'controlar', 'jueces', 'desaparecer', 'partido'];['ex', 'lider', 'eajpnv', 'entrevista', 'programa', 'frontera', 'subraya', 'actualidad', 'derecha', 'solo', 'puede', 'pactar', 'eajpnv', 'modelo', 'ultraderecha', 'modelo', 'pablo', 'echenique', 'acabaria', 'imponiendose', 'bng']
ID;1;barcenas reprocha cupula pp rajoy cobardia reconocer financiamos irregularmente;concluye interrogatorio luis barcenas juicio contabilidad opaca pp desvelando pedido autoridades suizas traspaso fondos dos cuentas hacer frente responsabilidad civil causas critica dolores cospedal animadversion hacia operacion policial ilegal robarle pruebas caja b pp;09/03/2021;['barcenas', 'reprocha', 'cupula', 'pp', 'rajoy', 'cobardia', 'reconocer', 'financiamos', 'irregularmente'];['concluye', 'interrogatorio', 'luis', 'barcenas', 'juicio', 'contabilidad', 'opaca', 'pp', 'desvelando', 'pedido', 'autoridades', 'suizas', 'traspaso', 'fondos', 'dos', 'cuentas', 'hacer', 'frente', 'responsabilidad', 'civil', 'causas', 'critica', 'dolores', 'cospedal', 'animadversion', 'hacia', 'operacion', 'policial', 'ilegal', 'robarle', 'pruebas', 'caja', 'b', 'pp']
ID;1;graban concejal pp pueblo guadalajara cantando cara sol haciendo saludo fascista;jaime celada portavoz local partido candidato alcalde dos mil diecinueve vicepresidente diputacion provincial;02/01/2023;['graban', 'concejal', 'pp', 'pueblo', 'guadalajara', 'cantando', 'cara', 'sol', 'haciendo', 'saludo', 'fascista'];['jaime', 'celada', 'portavoz', 'local', 'partido', 'candidato', 'alcalde', 'dos mil diecinueve', 'vicepresidente', 'diputacion', 'provincial']
ID;1;informes guardia civil caracter politico provocan despido menos cuatro trabajadores aeropuertos;respuesta gobierno pregunta pnv desvela auxiliar vuelo treinta y dos anos trayectoria inhabilitado haberse presentado listas partido abertzale anv dos trabajadoras aeropuertos despedidas ser proximas entornos potencialmente peligrosos segun guardia civil realizador trabajaba aena vetado mismo motivo nexo comun militancia izquierdas;27/03/2021;['informes', 'guardia', 'civil', 'caracter', 'politico', 'provocan', 'despido', 'menos', 'cuatro', 'trabajadores', 'aeropuertos'];['respuesta', 'gobierno', 'pregunta', 'pnv', 'desvela', 'auxiliar', 'vuelo', 'treinta y dos', 'anos', 'trayectoria', 'inhabilitado', 'haberse', 'presentado', 'listas', 'partido', 'abertzale', 'anv', 'dos', 'trabajadoras', 'aeropuertos', 'despedidas', 'ser', 'proximas', 'entornos', 'potencialmente', 'peligrosos', 'segun', 'guardia', 'civil', 'realizador', 'trabajaba', 'aena', 'vetado', 'mismo', 'motivo', 'nexo', 'comun', 'militancia', 'izquierdas']
